COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"AVL,BHA,MUN,NEW",6.6,2.3,3.3,4.4,3.2,2.4,4.5,4.2,2.3,4.5,37.7
"AVL,LIV,NEW,SHU",4.3,3,2.8,3.8,3.1,2.8,4.5,6.6,4,2.8,37.7
"BHA,MUN,NEW,WBA",6.1,2.3,5.4,4.4,3.2,2.9,3.5,4.2,2.7,3,37.7
"BUR,CHE,LIV,WHU",2.8,7.1,3.8,2.6,3.7,4.3,5.1,2.3,2.7,3.3,37.7
"BUR,CHE,TOT,WHU",3.3,6.5,2.7,2.7,3.9,5.4,3.7,2.3,2.7,4.5,37.7
"BUR,MCI,SOU,WHU",2.9,6.4,4.9,2.7,4.3,4.2,3.7,2.4,2.9,3.3,37.7
"BUR,MUN,NEW,SHU",6,2.3,3.1,3.9,2.2,6.5,5,4.2,1.7,2.8,37.7
"CRY,EVE,MCI,NEW",5.5,2.5,3.4,3.3,4.3,3.7,3.8,4.4,3.9,2.9,37.7
"MUN,NEW,TOT,WBA",4.9,2.3,3.2,5,3.8,4.4,2.9,3.7,4.5,3,37.7
"ARS,AVL,LEE,NEW",4.4,2.3,3.3,3.4,6.6,3.3,4.5,2.7,3.4,3.8,37.7
"ARS,BUR,EVE,WHU",2.9,3.5,4,2.9,5,6,5.6,2.4,2.4,3,37.7
"ARS,EVE,NEW,SHU",4.4,2.5,2.8,2.9,4.5,6,4,4.4,3.4,2.8,37.7
"ARS,FUL,MCI,WBA",4.5,4.5,4.4,3.2,4,3,2.5,4.4,3.9,3.3,37.7
"AVL,BHA,LIV,WBA",4.4,3.4,4.4,4.2,3.4,2.2,4,5,3.4,3.3,37.7
"AVL,BHA,MCI,WHU",5.1,3.4,4.4,4.2,4.3,2.4,4.3,2.9,3.4,3.3,37.7
"AVL,BHA,NEW,WHU",4.5,3,4.6,4.4,5,2.4,4.5,2.9,3.4,3,37.7
"AVL,BUR,NEW,WBA",6.1,3,4,3.9,3.4,3.5,3.5,4.9,2.4,3,37.7
"AVL,BUR,NEW,WHU",4.5,3,4,3.9,5,4.5,4.5,2.9,2.4,3,37.7
"AVL,FUL,LEE,WHU",4.6,2.3,3,7.2,5,2.5,3.5,2.3,3.5,3.8,37.7
"AVL,LEE,NEW,SOU",4.4,2.3,3.3,2.9,6.6,3.3,3.9,2.7,4.5,3.8,37.7
"BHA,SHU,WBA,WHU",4.5,3.7,4.4,5.4,2.2,2.9,5,2.9,3.9,2.8,37.7
"BUR,CRY,LEE,MUN",7.5,1.6,3.6,4.9,2.8,3.2,6,2.7,1.7,3.7,37.7
"BUR,EVE,NEW,WHU",4.5,2.5,4,3.4,5,6,4,2.9,2.4,3,37.7
"CHE,MCI,NEW,SHU",4.8,3.3,2.6,2.6,3.3,5.9,3.8,4.3,4.3,2.8,37.7
"CRY,MUN,SHU,WHU",4,2.6,3.1,6.5,2.2,4.9,6.5,2.4,2.8,2.7,37.7
"FUL,LEE,MCI,MUN",8.1,1.6,3.3,4.8,3.8,2.8,2.8,3.6,2.8,4.1,37.7
"LEE,MCI,SHU,WHU",4.5,2.6,3.1,5.3,3.7,4.1,4.8,2.3,4.5,2.8,37.7
"MUN,SHU,WBA,WHU",4.5,2.6,3.1,6,2.6,5.5,4.5,3.3,2.8,2.8,37.7
"ARS,CHE,SOU,TOT",2.8,5.5,2.7,1.7,5,4.3,3.3,2.7,3.7,6,37.7
"AVL,BHA,CRY,MUN",6.1,2.3,3.3,5.4,2.8,2.3,5.5,3.3,2.3,4.4,37.7
"AVL,EVE,LEE,WHU",5.1,1.8,3,5.1,6.6,3.3,4.5,2.3,3,3,37.7
"AVL,FUL,NEW,WHU",4.5,3,3,5.6,5.6,2.5,3,4,3.5,3,37.7
"AVL,LIV,NEW,WHU",2.8,3,4.4,3.8,5.9,2.8,4.5,4,3.5,3,37.7
"AVL,LIV,WBA,WHU",2.8,4,4.4,4.8,4.3,2.8,4,4.1,3.5,3,37.7
"BUR,LIV,WBA,WHU",2.8,6,5.4,3.7,3.4,3.3,4.3,2.9,2.9,3,37.7
"EVE,LIV,NEW,WHU",2.8,2.5,4.4,3.3,5.9,4.3,4,4,3.5,3,37.7
"FUL,LEE,SHU,WBA",6.1,2.6,2.8,6.5,2.8,2.8,2.5,4.3,4.5,2.8,37.7
"LEE,LIV,MCI,WOL",3.1,4.2,4.7,2.6,4.1,2.6,2.6,4.8,5.4,3.6,37.7
"LIV,MUN,NEW,WBA",4.3,2.3,4.7,3.8,3.8,3.3,3.5,5.3,3.7,3,37.7
"LIV,WBA,WHU,WOL",2.8,6.1,5.9,2.6,3.8,2.6,2.3,4.1,4.5,3,37.7
"AVL,CRY,FUL,LEE",5.6,2.3,3,7.7,3.4,2.4,3.5,2.7,3.5,3.7,37.8
"ARS,LIV,SHU,WHU",2.7,4.3,4.2,3.2,3.1,4.3,6.9,2.4,3.9,2.8,37.8
"BHA,MCI,MUN,NEW",6.6,2.3,4.7,3.8,3.2,3.2,3.8,4.2,2.7,3.3,37.8
"ARS,EVE,SOU,WHU",2.8,3.5,3.9,2.3,7.7,4.9,3.9,2.4,3.4,3,37.8
"EVE,LIV,MCI,TOT",3.2,4,2.9,3.3,4.8,3.6,3.2,5.1,4.4,3.3,37.8
"EVE,LIV,NEW,SHU",4.3,2.5,2.8,3.3,3.1,4.3,4,6.7,4,2.8,37.8
"BUR,MCI,TOT,WHU",3.4,6.4,3.9,3.7,3.9,4.7,3.2,2.4,2.9,3.3,37.8
"LEE,LIV,MCI,MUN",6.3,1.6,3.6,3.6,4.1,3.1,4.6,3.6,3.7,3.6,37.8
"LEE,LIV,TOT,WHU",2.8,3.8,3.2,5.4,4.8,3.1,4.2,2.3,4.9,3.3,37.8
"LEE,MUN,NEW,WBA",6.1,1.6,3.6,5,3.8,3.8,3.5,3.6,3.8,3,37.8
"LEI,LIV,NEW,TOT",2.6,3.3,4.3,3.8,3.6,3.7,3.2,4.4,6.6,2.3,37.8
"LIV,MCI,SHU,SOU",2.7,4.8,3.7,2.7,3.1,3.2,3.7,5.4,5.4,3.1,37.8
"ARS,AVL,BHA,WBA",4.5,3.4,5.1,3.8,3.4,2.4,4,3.3,3.4,4.5,37.8
"ARS,AVL,WBA,WHU",2.9,4,4.6,4.4,5.6,3.5,4,2.4,3.4,3,37.8
"ARS,BHA,LEE,WHU",2.9,2.7,4.9,3.8,4.4,2.7,6.5,2.3,3.8,3.8,37.8
"ARS,BUR,EVE,MCI",5,3.5,4,2.9,4.3,5.3,3.8,3.3,2.4,3.3,37.8
"ARS,BUR,LEE,NEW",4.4,2.3,4.3,3.3,4.4,4.8,5,2.7,2.8,3.8,37.8
"ARS,CHE,MCI,NEW",3.2,4,4.2,2.2,5.4,5.3,3.8,2.7,3.7,3.3,37.8
"ARS,CRY,SOU,WHU",2.8,5.5,4.3,2.3,5,3.3,5.4,2.4,3.9,2.9,37.8
"ARS,LEI,TOT,WBA",2.7,4.3,5.1,3.9,3.3,4.4,2.9,2.8,6.1,2.3,37.8
"ARS,MCI,SOU,WOL",2.8,5.5,5.3,1.7,4.7,3.2,2.6,2.8,4.4,4.8,37.8
"ARS,SOU,WBA,WHU",2.8,5,5.5,2.3,5.6,3.9,3.4,2.4,3.9,3,37.8
"AVL,BHA,BUR,WHU",5.1,3.4,4,4.3,2.8,2.4,6,2.9,2.4,4.5,37.8
"AVL,BHA,MCI,SHU",6.6,3.3,2.8,4.2,2.2,2.4,4.3,5.5,3.4,3.1,37.8
"AVL,BUR,FUL,WBA",6.2,3.5,3,4.9,3.4,2.5,2.5,4.9,2.4,4.5,37.8
"AVL,CRY,FUL,WBA",5.6,3.5,3,6.6,3.4,2.4,2.5,4.4,3.5,2.9,37.8
"AVL,EVE,LEI,NEW",4.3,2.5,3,3.5,4.9,4.5,3.8,6,3,2.3,37.8
"AVL,EVE,MCI,SOU",5,2.5,3,2.4,6.5,3.4,3.7,5,3,3.3,37.8
"AVL,FUL,MUN,NEW",6.1,2.3,3,5,3.8,2.5,3,5.3,2.3,4.5,37.8
"AVL,MCI,TOT,WHU",3.4,4.5,2.9,5.4,5.4,3.8,3.2,2.4,3.5,3.3,37.8
"AVL,MUN,SHU,WBA",6.1,2.3,2.8,6,2.6,3.5,4,5.4,2.3,2.8,37.8
"AVL,SHU,WBA,WHU",4.5,3.3,2.8,6.5,2.8,3.5,4,4.1,3.5,2.8,37.8
"BHA,BUR,CRY,WBA",5.6,4.4,4.4,4.3,2.8,2.3,5,3.3,2.8,2.9,37.8
"BHA,BUR,FUL,MCI",6.7,3.9,4,3.7,2.8,1.9,2.8,3.8,2.8,5.4,37.8
"BHA,BUR,FUL,MUN",6.7,2.7,3.3,4.3,2.8,1.9,4,3.8,1.7,6.6,37.8
"BHA,BUR,LEE,WBA",6.7,2.7,4.3,4.3,2.8,2.7,4.5,3.2,2.8,3.8,37.8
"BHA,CRY,LIV,WHU",2.8,5.5,4.8,4.2,2.8,2.2,6.3,2.4,3.9,2.9,37.8
"BUR,CRY,SHU,WBA",5.5,4.3,3.2,4.9,2.2,3.4,5,3.3,3.3,2.7,37.8
"BUR,MUN,SHU,WHU",4.5,2.6,3.1,4.9,2.2,6.5,6.6,2.9,1.7,2.8,37.8
"CHE,CRY,SHU,WHU",3.3,5.4,2.6,4.3,2.2,5.4,5.8,2.3,3.8,2.7,37.8
"CHE,LIV,NEW,WHU",2.8,5.1,4.2,2.6,4.8,4.9,4.3,2.3,3.8,3,37.8
"CRY,LEE,NEW,WHU",4,2.3,3.7,5.6,4.4,3.2,5,2.3,4.4,2.9,37.8
"EVE,LEE,NEW,SHU",6,1.8,2.8,3.5,3.8,4.8,4,4.3,4,2.8,37.8
"FUL,MCI,MUN,WBA",6.2,2.8,3.3,4.8,3.8,3,2.5,5.3,2.8,3.3,37.8
"FUL,SHU,TOT,WBA",4.9,3.8,2.7,6.5,2.8,3,2.4,4.4,4.5,2.8,37.8
"LEE,SOU,TOT,WBA",3.3,3.3,3.2,3.9,4.5,3.7,2.9,2.7,6.5,3.8,37.8
"LEI,LIV,MCI,SHU",2.6,3.6,4.2,3.6,2.1,3.6,3.6,7,5.4,2.1,37.8
"LEI,LIV,SOU,WBA",2.6,4.3,5.3,2.7,3.3,3.2,3.3,4.4,6.4,2.3,37.8
"LEI,MUN,NEW,SHU",4.3,2.3,3.1,4.5,2.1,7,3.8,5.3,3.3,2.1,37.8
"ARS,BUR,MCI,SHU",4.4,4.3,3.8,3.2,2.2,5.3,5.4,3.3,2.8,3.1,37.8
"ARS,LEE,SOU,WHU",2.8,3.3,4.2,2.3,6.6,3.7,4.9,2.3,3.9,3.8,37.8
"BHA,BUR,CRY,MUN",6.1,2.7,3.7,4.3,2.8,2.3,6.5,3.3,1.7,4.4,37.8
"BHA,CRY,LEE,SHU",5.5,2.6,3.1,5.9,2.2,2.3,6.5,2.7,4.3,2.7,37.8
"CRY,LEE,MCI,MUN",7.5,1.6,3.6,4.8,3.2,3.2,4.8,2.7,3.2,3.2,37.8
"LEI,SHU,WBA,WHU",2.8,3.6,4.4,5.5,2.1,5.5,3.3,4,4.5,2.1,37.8
"NEW,TOT,WBA,WOL",3.7,4,4.4,2.8,3.8,3.3,2.2,4.4,6.2,3,37.8
"CRY,LEE,LIV,TOT",3.2,3.8,3.2,5.9,3.7,2.7,4.2,2.7,5.3,3.2,37.9
"ARS,EVE,LIV,MCI",2.7,3.5,4.4,2.9,5.2,3.6,3.8,5.1,3.4,3.3,37.9
"AVL,BHA,LEE,SHU",6.6,2.3,2.8,5.9,2.2,2.4,5.5,3.2,3.4,3.6,37.9
"BHA,BUR,CHE,MCI",5.4,5.3,3.8,2.6,2.8,3.2,4.1,3.2,2.7,4.8,37.9
"EVE,LIV,MCI,SOU",2.7,4,3.9,2.4,5.2,3.2,3.7,5.1,4.4,3.3,37.9
"ARS,CHE,TOT,WHU",2.9,5.5,2.7,2.2,5,5.4,3.7,2.3,3.7,4.5,37.9
"ARS,CRY,LIV,MCI",2.7,5.9,4.8,3.2,3.7,2.7,4.6,2.8,4.3,3.2,37.9
"ARS,LEE,LIV,MCI",2.7,3.3,4.7,3.2,5.2,3.1,4.6,2.7,4.8,3.6,37.9
"AVL,CRY,NEW,WBA",5.5,3,3.4,5,3.4,2.9,3.5,4.4,3.9,2.9,37.9
"AVL,LEE,LIV,SHU",4.3,2.3,2.8,5.3,3.1,2.8,5.3,4.9,4,3.1,37.9
"AVL,MCI,SOU,TOT",3.3,4.5,2.9,2.7,5.4,3.4,3.2,2.8,4.9,4.8,37.9
"AVL,SHU,TOT,WBA",4.9,3.3,2.7,6.5,2.8,3.5,2.9,4.5,4,2.8,37.9
"BHA,FUL,MCI,NEW",6.1,3.4,4.4,3.8,3.4,1.9,2.8,4.9,3.9,3.3,37.9
"BHA,MCI,MUN,WBA",6.7,2.7,4.7,4.2,3.2,2.9,3.3,4.2,2.7,3.3,37.9
"BUR,FUL,MCI,MUN",8.1,2.8,3.3,3.7,3.2,3.3,2.8,4.2,1.7,4.8,37.9
"EVE,LEE,MCI,SHU",6.6,1.8,2.8,3.3,3.7,4.1,3.8,5,4,2.8,37.9
"ARS,AVL,CRY,WHU",2.9,4,3.4,5,5,2.9,6,2.4,3.4,2.9,37.9
"ARS,BHA,BUR,LIV",2.7,4.4,5.4,3.2,2.8,2.2,6.3,3.3,2.8,4.8,37.9
"ARS,BHA,LEE,NEW",4.4,2.3,5.4,3.4,4.4,2.7,5,2.7,3.8,3.8,37.9
"ARS,LEI,MCI,WHU",2.7,4.3,6,3.2,4.2,5.3,3.6,2.4,3.9,2.3,37.9
"ARS,LEI,WBA,WHU",2.7,4.3,6.8,3.9,3.3,5,3.3,2.4,3.9,2.3,37.9
"ARS,MCI,WBA,WOL",3.2,5,5.9,2.2,3.8,3.3,2.3,4.5,4.4,3.3,37.9
"ARS,SOU,TOT,WBA",2.8,5,3.8,2.3,4.5,3.9,2.9,2.8,5.4,4.5,37.9
"ARS,TOT,WBA,WHU",2.9,5,4.5,4.4,4.5,4.4,2.9,2.4,3.9,3,37.9
"AVL,BHA,BUR,NEW",6.6,3,4,3.9,2.8,2.4,4.5,3.8,2.4,4.5,37.9
"AVL,BHA,EVE,NEW",6.6,2.5,3,3.5,5,2.4,4,4.9,3,3,37.9
"AVL,BHA,LEE,WBA",6.7,2.3,3.3,5.4,3.4,2.4,4,3.2,3.4,3.8,37.9
"AVL,CRY,MCI,NEW",5.5,3,3.4,3.8,4.3,2.9,3.8,4.4,3.9,2.9,37.9
"AVL,EVE,MCI,TOT",5.5,2.5,2.9,3.3,5.4,3.8,3.2,5,3,3.3,37.9
"AVL,FUL,NEW,SHU",6,3,2.8,5.5,2.8,2.5,3,6,3.5,2.8,37.9
"AVL,FUL,SHU,TOT",4.9,3.3,2.7,7.1,2.8,2.5,2.4,4.4,3.5,4.3,37.9
"AVL,LEE,SHU,WHU",4.5,2.3,2.8,7.1,3.8,3.3,5.5,2.3,3.5,2.8,37.9
"AVL,LEE,WBA,WHU",4.6,2.3,3.3,6.6,5,3.3,4,2.3,3.5,3,37.9
"AVL,NEW,SHU,TOT",4.9,3,2.7,5.5,3.3,3.9,3.4,4.4,4,2.8,37.9
"BHA,BUR,TOT,WBA",5,4.4,3.9,4.3,2.8,2.9,2.9,3.3,2.8,5.6,37.9
"BHA,CRY,MCI,WBA",5.6,4.4,4.8,4.2,2.8,2.3,3.3,3.3,4.3,2.9,37.9
"BHA,CRY,MCI,WHU",4,5.3,4.8,4.2,2.8,2.3,5.3,2.4,3.9,2.9,37.9
"BHA,CRY,NEW,WBA",5.5,3.4,5.5,4.4,2.8,2.3,3.5,3.3,4.3,2.9,37.9
"BUR,FUL,MCI,NEW",6.1,3.5,4,3.7,3.4,3.3,2.8,4.9,2.9,3.3,37.9
"BUR,SOU,TOT,WBA",3.3,5.5,3.8,2.8,3.4,3.9,2.9,2.8,4.4,5.1,37.9
"CRY,LEE,SHU,WBA",5.5,2.6,3.1,6.5,2.2,3.2,4.5,2.7,4.9,2.7,37.9
"CRY,MCI,SOU,WBA",3.9,5.5,4.3,2.7,3.4,3.3,3.3,2.8,5.8,2.9,37.9
"LEE,MCI,WBA,WOL",4.9,3.3,4.7,2.6,3.8,3.1,2.3,4.4,5.5,3.3,37.9
"LEE,MUN,NEW,WHU",4.5,1.6,3.6,5,4.8,5.3,5,2.3,2.8,3,37.9
"LEE,NEW,TOT,WHU",3.4,2.3,3.2,5.6,5.5,4.2,3.4,2.3,5,3,37.9
"LIV,SHU,WBA,WHU",2.8,4.3,4.2,4.8,2.8,3.3,4.3,4.1,4.5,2.8,37.9
"MCI,MUN,WBA,WHU",4.6,3.3,4.7,4.8,3.8,4.3,3.3,3.3,2.8,3,37.9
"ARS,LEE,MCI,MUN",6.4,1.6,3.6,3.2,4.7,4.1,4.8,2.7,2.7,4.1,37.9
"AVL,CRY,MCI,SHU",5.5,3.3,2.8,5.3,2.2,2.9,4.3,5,3.9,2.7,37.9
"BHA,BUR,CRY,LIV",3.8,5.4,4.4,3.7,2.8,2.2,6.3,3.3,2.8,3.2,37.9
"BHA,CRY,LIV,MCI",3.8,5.3,4.8,3.6,2.8,2.2,4.6,3.3,4.3,3.2,37.9
"LEE,MCI,NEW,WOL",4.8,2.3,4.7,2.6,4.7,3.1,2.6,4.3,5.5,3.3,37.9
"ARS,BHA,LIV,WHU",2.7,4.4,6,3.2,3.7,2.2,6.3,2.4,3.8,3.3,38
"ARS,BUR,CHE,LIV",2.7,6,3.8,2.2,3.7,4.3,5.1,2.7,2.7,4.8,38
"ARS,BUR,CHE,TOT",3.2,5.5,2.7,2.2,3.9,5.4,3.7,2.7,2.7,6,38
"ARS,LIV,TOT,WHU",2.7,5.5,4.3,3.2,4.8,3.7,4.2,2.4,3.9,3.3,38
"AVL,BHA,MUN,SHU",6.6,2.3,2.8,5.4,2.2,2.4,5.5,4.2,2.3,4.3,38
"AVL,CRY,TOT,WHU",3.4,4.5,2.9,7.7,3.9,2.9,3.9,2.4,3.5,2.9,38
"BUR,MCI,MUN,SOU",6.4,3.8,4.2,2.7,3.2,4.2,3.7,3.3,1.7,4.8,38
"BUR,MCI,MUN,WOL",6.8,4.2,4.3,2.6,3.2,3.6,2.6,4.2,1.7,4.8,38
"LEI,MCI,TOT,WHU",2.8,4.8,4.3,4.3,3.8,4.7,3.2,2.4,5.4,2.3,38
"MCI,NEW,SHU,WOL",4.8,3.3,4.2,2.6,2.6,3.6,2.6,6.5,5,2.8,38
"ARS,AVL,SHU,WHU",2.9,3.3,2.8,4.9,4.4,4.5,6.6,2.4,3.4,2.8,38
"ARS,BUR,CRY,MCI",3.9,5.9,4.4,3.2,2.8,3.7,5.3,2.8,2.8,3.2,38
"BHA,BUR,NEW,SHU",6,3.3,3.8,3.9,2.2,3.9,5.5,3.8,2.8,2.8,38
"BHA,BUR,SHU,WHU",4.5,3.7,3.8,4.3,2.2,3.9,7.1,2.9,2.8,2.8,38
"BHA,LEE,LIV,MCI",4.9,2.7,4.7,3.6,3.7,2.2,4.6,3.2,4.8,3.6,38
"BUR,LEI,LIV,MCI",2.6,5.2,5.4,3.6,2.7,3.6,3.6,4.9,3.8,2.6,38
"BUR,LIV,MCI,SOU",2.7,6.4,4.9,2.7,3.7,3.2,3.7,3.3,3.8,3.6,38
"CRY,NEW,WBA,WHU",4,4,5,5,3.4,3.4,3.5,2.4,4.4,2.9,38
"FUL,LEE,TOT,WBA",5,2.8,2.9,6.6,4,2.8,2.4,2.7,5,3.8,38
"ARS,BHA,CHE,WHU",2.9,4.4,4.4,2.2,3.9,3.9,5.8,2.3,3.7,4.5,38
"ARS,BHA,LEE,MCI",5,2.7,4.7,3.2,4.3,2.7,4.8,2.7,3.8,4.1,38
"ARS,BUR,MUN,NEW",4.4,2.3,4.3,3.3,3.2,6,5,3.3,1.7,4.5,38
"ARS,BUR,NEW,SOU",2.8,4,4.9,2.3,5.1,4.9,3.9,2.8,2.8,4.5,38
"ARS,LEE,WBA,WHU",2.9,3.3,4.9,4.4,5,3.8,4.5,2.3,3.9,3,38
"ARS,LIV,SOU,TOT",2.7,5.5,3.8,2.3,4.8,3.2,3.3,2.8,4.8,4.8,38
"AVL,BHA,BUR,TOT",5.5,3.4,2.9,4.3,2.8,2.4,3.9,3.3,2.4,7.1,38
"AVL,BUR,CHE,MUN",6.8,2.3,2.8,2.7,3.2,4.5,4.8,3.2,1.7,6,38
"AVL,CRY,MCI,WHU",4,4.9,3.4,5.4,4.3,2.9,4.3,2.4,3.5,2.9,38
"AVL,LEE,LIV,WBA",4.4,2.3,3.3,4.8,4.3,2.8,4,4.4,4.4,3.3,38
"AVL,LEE,MUN,SOU",6.4,1.6,3.3,3.9,4.8,3.3,4.4,2.7,2.3,5.3,38
"AVL,LIV,MCI,TOT",3.2,4.5,2.9,3.6,4.8,2.8,3.2,5,4.4,3.6,38
"AVL,SOU,TOT,WHU",2.9,4.5,2.9,4.5,6.1,3.4,3.3,2.4,3.5,4.5,38
"BHA,LEE,MCI,WHU",5.1,2.7,4.7,4.2,4.3,2.7,4.8,2.3,3.9,3.3,38
"BHA,NEW,SOU,WBA",4.4,3.4,6,2.9,3.4,2.8,3.4,3.3,5.4,3,38
"BUR,CRY,LIV,WHU",2.8,7.1,4.4,3.7,2.8,2.7,6.3,2.4,2.9,2.9,38
"EVE,LIV,MCI,WOL",3.1,4.4,4.4,2.3,4.1,2.6,2.6,7.2,4,3.3,38
"LEE,SOU,TOT,WHU",2.9,3.8,3.2,4.5,5.5,3.7,3.3,2.3,5,3.8,38
"LEE,TOT,WBA,WHU",3.4,3.3,3.2,6.6,4.5,3.8,2.9,2.3,5,3,38
"AVL,LEE,MCI,WOL",6.8,2.3,3.3,2.6,4.7,2.8,2.6,4.8,4,4.1,38
"BHA,BUR,CRY,TOT",4.4,4.9,3.3,4.3,2.8,2.3,4.9,2.8,2.8,5.5,38
"FUL,LIV,MCI,WOL",3.1,5.4,4.4,2.6,3.8,2.3,1.8,6.5,4.5,3.6,38
"BHA,LIV,MCI,WHU",2.8,5.3,5.8,3.6,3.7,2.2,4.6,2.9,3.9,3.3,38.1
"LIV,MCI,SHU,TOT",3.2,4.8,2.7,3.6,3.1,3.6,3.2,5.4,5.4,3.1,38.1
"ARS,BUR,CHE,SOU",2.8,5.5,3.7,1.7,3.9,4.9,4.2,2.7,2.7,6,38.1
"ARS,BUR,MCI,SOU",2.8,5.5,4.9,2.3,4.3,4.2,3.7,2.8,2.8,4.8,38.1
"ARS,BUR,MCI,TOT",3.3,5.5,3.9,3.2,3.9,4.7,3.2,2.8,2.8,4.8,38.1
"BUR,CRY,MCI,SHU",5.5,5.2,3.2,3.7,2.2,3.7,5.3,3.3,3.3,2.7,38.1
"CRY,LEE,LIV,WHU",2.8,4.4,3.7,5.4,3.7,2.7,5.8,2.3,4.4,2.9,38.1
"CRY,LEI,MCI,NEW",3.8,3.3,4.8,3.8,2.7,3.7,3.6,4.4,5.8,2.2,38.1
"ARS,AVL,BHA,LEE",5,2.3,3.3,3.8,4.4,2.4,5.5,2.7,3.4,5.3,38.1
"ARS,AVL,LEE,TOT",3.3,2.3,2.9,5.5,5.5,3.3,3.9,2.7,3.4,5.3,38.1
"ARS,BHA,BUR,LEE",5,2.7,4.3,3.3,2.8,2.7,6.5,2.7,2.8,5.3,38.1
"ARS,CHE,NEW,SOU",2.8,4,3.7,1.7,6.2,4.9,3.9,2.7,3.7,4.5,38.1
"ARS,CRY,LEE,WHU",2.9,3.3,3.7,5,4.4,3.2,6.5,2.3,3.9,2.9,38.1
"ARS,FUL,MCI,NEW",4.4,3.5,4.4,3.2,4.9,3.3,2.8,4.4,3.9,3.3,38.1
"ARS,LEI,LIV,WBA",2.6,4.3,6.6,3.2,3.3,3.3,3.3,4.4,4.8,2.3,38.1
"ARS,MCI,MUN,NEW",4.4,2.3,4.7,3.2,4.7,5.3,3.8,3.7,2.7,3.3,38.1
"ARS,SHU,TOT,WHU",2.9,4.3,2.7,4.9,3.3,5.4,5.5,2.4,3.9,2.8,38.1
"AVL,BHA,BUR,SHU",6.6,3.3,2.8,4.3,2.2,2.4,6,3.8,2.4,4.3,38.1
"AVL,CRY,LEE,WBA",5.6,2.3,3.3,7.1,3.4,2.9,4,2.7,3.9,2.9,38.1
"AVL,LEE,SOU,TOT",3.3,2.3,2.9,5,5.5,3.3,3.3,2.7,4.5,5.3,38.1
"AVL,MUN,NEW,WBA",6.1,2.3,3.3,5,3.8,3.5,3.5,5.3,2.3,3,38.1
"BHA,MCI,SOU,TOT",3.3,4.9,3.8,2.7,3.9,2.8,3.2,2.8,5.3,5.4,38.1
"BUR,CRY,LEE,WHU",4,4.3,3.7,5.5,2.8,3.2,6.5,2.3,2.9,2.9,38.1
"BUR,EVE,LEE,MCI",8.6,1.8,3.3,3.3,4.3,4.1,3.8,3.2,2.4,3.3,38.1
"BUR,FUL,LEE,MUN",8.1,1.6,3.3,4.9,3.2,2.8,4,3.2,1.7,5.3,38.1
"BUR,LEE,MUN,TOT",6.9,1.6,3.2,4.9,3.2,4.2,4.4,2.7,1.7,5.3,38.1
"EVE,LEE,LIV,MCI",4.9,1.8,3.3,3.3,5.2,3.1,3.8,5,4.4,3.3,38.1
"FUL,MCI,SOU,WBA",4.5,4.5,3.9,2.7,4,2.9,2.5,4.4,5.4,3.3,38.1
"LEE,NEW,SOU,WBA",4.4,2.3,4.2,2.9,5,3.7,3.4,2.7,6.5,3,38.1
"ARS,BHA,BUR,CRY",3.9,4.4,4.4,3.3,2.8,2.3,7,2.8,2.8,4.4,38.1
"ARS,BHA,MUN,NEW",4.4,2.3,5.4,3.4,3.2,3.9,5,3.3,2.7,4.5,38.1
"ARS,BUR,SOU,TOT",2.8,5.5,3.8,2.3,3.9,4.3,3.3,2.8,2.8,6.6,38.1
"ARS,EVE,LEI,NEW",2.7,2.5,5.1,2.9,5,6,3.8,4.4,3.4,2.3,38.1
"ARS,EVE,MCI,WHU",2.9,3.5,4.4,2.9,6.5,5.3,3.8,2.4,3.4,3,38.1
"ARS,LIV,WBA,WHU",2.7,5,6,3.2,4.3,3.3,4.3,2.4,3.9,3,38.1
"AVL,CRY,LEE,SHU",5.5,2.3,2.8,7.6,2.2,2.9,5.5,2.7,3.9,2.7,38.1
"BHA,CRY,WBA,WHU",4,4.4,5,5.4,2.8,2.3,5,2.4,3.9,2.9,38.1
"BUR,LEI,NEW,SHU",4.3,3.3,3.8,3.9,2.1,6.5,3.8,4.9,3.4,2.1,38.1
"CRY,LEE,SHU,WHU",4,2.6,3.1,7.1,2.2,3.2,6.5,2.3,4.4,2.7,38.1
"CRY,MCI,WBA,WOL",4.3,5.9,4.8,2.6,3.2,2.7,2.3,4.5,4.9,2.9,38.1
"CRY,NEW,SHU,WBA",5.5,3.3,3.2,5,2.2,3.4,3.5,4.4,4.9,2.7,38.1
"CRY,SHU,WBA,WHU",4,4.3,3.2,6.5,2.2,3.4,5,2.4,4.4,2.7,38.1
"EVE,MCI,WBA,WOL",4.9,3.5,4.4,2.3,3.8,3.3,2.3,6.6,4,3,38.1
"FUL,MCI,NEW,SHU",6,3.3,2.8,3.8,2.8,3.3,2.8,6,4.5,2.8,38.1
"FUL,NEW,WBA,WHU",4.5,3.5,4.6,5,4,3,2.5,4,4,3,38.1
"LEI,LIV,NEW,SHU",2.6,3.3,4.2,3.8,2.1,4.8,3.8,6,5.4,2.1,38.1
"EVE,LIV,MCI,SHU",4.3,2.8,2.8,3.3,3.1,3.6,3.8,7.7,4,2.8,38.2
"ARS,BUR,SHU,WHU",2.9,4.3,3.8,3.3,2.2,6,7.7,2.4,2.8,2.8,38.2
