COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"ARS,BUR,CHE,CRY,SOU",4.6,9,5.6,3.1,5.3,6.3,7.7,4.1,4.6,7.4,4.6,5.6,7.4,7.9,5.2,88.4,1.964444444
"ARS,BUR,NEW,SOU,WHU",4.3,7,8,4.2,8.7,7.9,7.5,3.8,4.8,6,5.8,4.3,4.9,6.4,4.8,88.4,1.964444444
"ARS,CHE,NEW,SOU,WHU",4.3,7,6.8,3.1,9.8,8.5,6.2,3.7,5.7,6,5.2,4.3,5.5,5.9,6.4,88.4,1.964444444
"ARS,CRY,SHU,TOT,WOL",5.1,7.3,4.6,5.7,4,5.1,5.7,4.2,6.8,5.7,7.4,4.6,9,6.5,6.7,88.4,1.964444444
"ARS,FUL,MUN,NEW,WBA",7.5,4.3,6.9,6.4,5.8,6,4.5,6.7,4.7,6,6,4.9,5.3,3.8,9.6,88.4,1.964444444
"ARS,LEE,SOU,WBA,WHU",4.3,5.8,7.3,5.3,8.6,5.7,6.4,3.7,6.9,5.3,6.4,5.3,4.8,7.9,4.7,88.4,1.964444444
"AVL,BUR,CHE,EVE,MUN",10.4,3.3,4.3,4.2,5.7,7.5,6.8,5.5,3.2,7.5,4.7,9.4,5.7,5.3,4.9,88.4,1.964444444
"BHA,FUL,LEE,MUN,WBA",9.8,3.5,5.1,8.4,5.2,3.7,5.5,5.5,4.7,6.8,6.5,8,4.2,4.2,7.3,88.4,1.964444444
"BUR,CHE,CRY,MUN,SHU",7.3,6.1,4.4,5.7,3.6,7.9,8.8,4.6,3.5,5.7,4.6,8.3,6.7,5.6,5.6,88.4,1.964444444
"BUR,CHE,CRY,SOU,TOT",5.1,9.5,4.6,3.6,5.3,5.7,5.6,4.1,5.1,8,4.6,5.1,8.4,8.5,5.2,88.4,1.964444444
"BUR,CRY,EVE,FUL,TOT",7.5,6,4.4,7,4.8,4.8,4.4,4.7,4.4,6.5,5.8,7.9,6.4,8,5.8,88.4,1.964444444
"BUR,EVE,FUL,MUN,WHU",8.2,3.8,4.8,6.4,5.2,7,6,5.2,3.2,6,7.4,9.2,4.3,6.3,5.4,88.4,1.964444444
"BUR,EVE,LEE,MCI,WOL",10.4,5.2,5.8,4.1,6.1,5.4,4.6,6.7,4.9,5.6,5.2,7.3,4,8.1,5,88.4,1.964444444
"BUR,EVE,LEE,SOU,TOT",6.9,4.8,4.7,4.3,6.9,6.1,5.3,4.1,5.4,7.4,6.3,5.3,6.7,9.1,5.1,88.4,1.964444444
"BUR,EVE,NEW,SHU,WHU",7.5,4.3,5.3,5.4,5.8,9.6,7.6,5.9,4.4,4.3,6.4,6,4.9,5.8,5.2,88.4,1.964444444
"BUR,LEI,MCI,TOT,WBA",6.3,7.3,6.8,6.2,4.7,6.7,4.7,6.3,8.5,4.1,3.6,4.7,4.5,7.3,6.7,88.4,1.964444444
"CHE,FUL,TOT,WBA,WOL",5.5,7.5,4.2,4.6,5.8,4.3,3.2,5.7,6.3,8,5.3,4.7,8.5,5.8,9,88.4,1.964444444
"CHE,LEI,MCI,TOT,WBA",5,7.3,5.6,5.1,5.8,6.7,4.7,5.7,9.4,4.1,3.1,4.7,6.1,6.8,8.3,88.4,1.964444444
"CHE,SOU,TOT,WHU,WOL",4.7,9.6,5.1,2.5,6.8,5.6,4.1,3.7,6.3,8,6.2,4.1,8,7.8,5.9,88.4,1.964444444
"CRY,EVE,NEW,TOT,WBA",7.4,5,4.8,6.5,5.9,5.8,4.9,5.8,7.6,4.4,4.4,4.4,8.6,5.5,7.4,88.4,1.964444444
"CRY,FUL,TOT,WBA,WOL",6.2,7.5,4.8,7.4,5.2,3.7,3.2,5.8,6.9,6.4,5.4,4.7,8,5.8,7.4,88.4,1.964444444
"EVE,FUL,MUN,SHU,WHU",7.6,3.6,4.3,8,4.6,7.5,6,6.3,4.3,4.3,8.5,8.7,4.3,5.1,5.3,88.4,1.964444444
"EVE,FUL,TOT,WBA,WOL",6.8,5.5,4.4,5.3,5.8,4.3,3.2,7.5,6,6.5,6.5,4.7,8.6,5.8,7.5,88.4,1.964444444
"EVE,MCI,MUN,SHU,WHU",8.1,3.6,4.6,6.3,5.5,8.8,6.8,7,4.3,4.3,6.3,8.7,3.6,5.9,4.6,88.4,1.964444444
"EVE,MUN,NEW,TOT,WBA",8,3.3,4.7,6.5,6.3,7.4,4.9,6.7,6,4.5,5.5,4.4,7.4,3.8,9,88.4,1.964444444
"EVE,NEW,SHU,TOT,WHU",6.4,4.3,4.2,7,6.9,9,5.4,5.4,6,4.3,7.5,4.4,6.5,5.8,5.3,88.4,1.964444444
"EVE,NEW,SOU,TOT,WOL",5.1,5.5,5.3,3.2,8,5.6,4.1,5.8,7.5,6.5,6.4,3.7,9,6.3,6.4,88.4,1.964444444
"LEE,SOU,TOT,WBA,WOL",5.1,6.3,5.6,4.7,6.3,5,3.7,4.1,9,7.3,5.9,4.1,8.3,6.8,6.2,88.4,1.964444444
"ARS,AVL,BUR,EVE,TOT",6.9,5,4.4,4.8,7.5,6.9,5.9,4.7,3.9,7.5,5.9,6.8,6.4,6.9,4.9,88.4,1.964444444
"ARS,BUR,CHE,CRY,SHU",5.7,7.8,4.5,4.1,3.6,7.4,9.4,4.1,4.6,5.7,4.6,7.2,7.4,6.7,5.6,88.4,1.964444444
"ARS,BUR,CRY,NEW,WHU",5.4,7.5,7.5,5.3,6.4,7.4,9.1,3.8,4.8,4.4,5.3,4.9,4.9,6.4,5.3,88.4,1.964444444
"ARS,CRY,LEE,MUN,SHU",6.9,3.4,4.9,7.9,4,6.2,9.5,4.1,5.1,5,7.4,7.4,5.6,5.5,5.5,88.4,1.964444444
"ARS,FUL,NEW,WBA,WHU",5.9,6,8.2,6.4,7.6,6,4.5,5.4,5.9,4.5,6.5,4.9,4.5,4.5,7.6,88.4,1.964444444
"ARS,LIV,SHU,TOT,WOL",4.5,7.3,5.6,4,4.9,5,5,6.3,6.9,6.1,8.9,4,8.9,5.4,5.6,88.4,1.964444444
"AVL,BHA,BUR,EVE,WHU",8.7,4.4,5.5,5.8,6.4,5.4,8,4.8,3.9,6,5.9,9,4.3,5.9,4.4,88.4,1.964444444
"AVL,BHA,BUR,FUL,WBA",9.8,5.4,5.5,7.3,4.8,3.4,5,6.8,4.3,8.1,4.4,9,4.8,4.4,5.4,88.4,1.964444444
"AVL,BHA,EVE,LEE,SHU",10.2,3.3,4.3,7.4,5.2,4.2,7.5,6.8,4.9,5.1,6.5,9,4.7,4.7,4.6,88.4,1.964444444
"AVL,BUR,CRY,TOT,WHU",5.9,8,4.8,9.6,5.3,5.3,7.4,3.8,4.4,5.9,4.8,6.4,4.9,7.5,4.4,88.4,1.964444444
"BHA,BUR,FUL,TOT,WBA",8.1,6.4,5.4,7.3,4.8,3.9,3.9,5.2,4.8,9.2,5.4,6.9,4.8,4.9,7.4,88.4,1.964444444
"BHA,BUR,NEW,TOT,WBA",8,5.9,7.5,6.3,4.8,5.3,4.9,5.2,6.5,7.1,4.9,4.4,5.3,3.9,8.4,88.4,1.964444444
"BHA,EVE,LEE,SHU,TOT",8.5,3.6,4.2,7.4,4.7,5.1,6.4,4.6,5.9,5.1,8,6.9,6.2,6.2,5.6,88.4,1.964444444
"BHA,SHU,TOT,WBA,WOL",6.7,6.2,5.7,6.2,4,4.2,3.7,6.4,6.9,6.3,6.5,4.7,8.4,4.7,7.8,88.4,1.964444444
"CRY,EVE,FUL,SHU,WHU",7,4.8,4.3,8.6,4.2,5.4,6.5,5.4,5.5,4.2,6.9,8,5.5,6.9,5.2,88.4,1.964444444
"CRY,LEI,TOT,WBA,WHU",4.7,7.3,6.4,9.1,4.7,5.8,4.7,3.8,8.6,3.7,4.2,4.7,5.8,8,6.9,88.4,1.964444444
"LEE,MCI,MUN,NEW,SHU",11,3.1,4.9,6.8,5.5,7.6,6.8,6.6,6.3,4.6,5.8,6.5,3.9,4.1,4.9,88.4,1.964444444
"NEW,SOU,TOT,WBA,WHU",4.8,7,6.9,5.9,8.1,6.3,4.8,3.8,9.2,4.5,4.9,3.8,6.5,5.5,6.4,88.4,1.964444444
"ARS,LEE,MCI,MUN,SHU",9.4,3.4,4.9,6.2,5.5,7.1,7.8,5,5.2,5.4,6.8,7.4,3.9,5.5,4.9,88.4,1.964444444
"BUR,CHE,LEE,TOT,WHU",5.2,7.3,4.5,6.3,6.4,7.2,6.7,3.6,4.7,6.8,6.2,5.7,4.2,8.5,5.2,88.5,1.966666667
"ARS,BUR,CHE,MCI,WHU",4.7,9.4,6.7,4,6.8,8.3,7.7,3.7,4.6,6.3,4,6.2,3.7,7.7,4.7,88.5,1.966666667
"ARS,CHE,LIV,TOT,WBA",4.5,8,5.6,4,6.8,5.7,5.2,4.1,6.6,6.3,5.2,4.6,8.9,5.2,7.8,88.5,1.966666667
"CRY,EVE,MCI,SHU,WBA",8.6,5.3,4.7,6.3,4.2,5.7,5.3,8.2,6.4,4.2,3.2,8,7.3,6.1,5,88.5,1.966666667
"CRY,FUL,LEE,MCI,WHU",7.1,6.2,5.2,9,6.3,4.2,5.8,3.7,6.4,4.7,5.9,7.5,3.1,8.8,4.6,88.5,1.966666667
"ARS,AVL,FUL,MUN,WHU",6,4.3,4.8,8,7.4,5.5,6.5,4.7,4.2,7.5,8,7.5,4.3,4.8,5,88.5,1.966666667
"ARS,AVL,LEE,SHU,TOT",6.3,4.1,4.2,9,6.3,5.7,6.9,4.1,5.9,6.6,7.5,5.8,5.8,5.7,4.6,88.5,1.966666667
"ARS,AVL,MUN,NEW,WBA",7.5,3.8,6.9,6.4,7.4,6.5,6,6.7,4.2,6,4.5,4.9,5.8,3.8,8.1,88.5,1.966666667
"ARS,BHA,EVE,MCI,NEW",8,4.4,8,4.7,8,6.2,5.8,6.3,5.3,4.8,5.3,6.4,4.2,4.8,6.3,88.5,1.966666667
"ARS,BHA,MCI,MUN,NEW",8,4.2,8.3,5.2,6.1,6.2,6.8,5.6,4.6,6.3,5.3,6.4,4,3.7,7.8,88.5,1.966666667
"ARS,BHA,NEW,SHU,TOT",6.3,5.2,6.3,5.8,4.7,6.3,6.9,4.7,6.3,5.8,7.5,4.3,5.9,4.2,8.3,88.5,1.966666667
"ARS,BUR,LEI,NEW,WHU",4.2,5.8,9.2,5.3,6.3,9.5,7.4,4.3,4.8,3.8,5.7,4.2,4.7,6.4,6.9,88.5,1.966666667
"ARS,CHE,FUL,MUN,SHU",6.2,4.6,4.1,5.2,4.6,7.5,6.3,5,4.5,7.3,7.3,7.2,5.8,5.1,7.8,88.5,1.966666667
"ARS,FUL,LEE,SOU,TOT",4.7,5.3,4.7,5.9,7.5,4.7,4.3,4.1,6.9,8.9,8.4,4.7,5.3,7.4,5.7,88.5,1.966666667
"ARS,FUL,LEI,NEW,WBA",5.7,5.3,8.8,5.9,5.3,6,4.3,7.4,7.6,3.8,4.8,4.2,5.3,4.5,9.6,88.5,1.966666667
"ARS,FUL,SOU,TOT,WOL",4.6,7.5,5.3,3.1,6.3,4.2,3.2,4.2,6.4,10.1,8.4,4.1,7.5,6.7,6.9,88.5,1.966666667
"ARS,LEI,MUN,SHU,WBA",5.7,4.4,6.8,6.9,3.9,8.5,6.3,6.7,5.2,3.6,5.8,5.2,6.1,4.6,8.8,88.5,1.966666667
"ARS,MCI,TOT,WBA,WHU",4.8,8,7.4,6.2,7.4,6.7,4.7,3.8,7.3,4.8,4.8,5.3,4.3,6.7,6.3,88.5,1.966666667
"ARS,NEW,WBA,WHU,WOL",4.7,6.5,9.7,4.2,7.4,6.3,4.3,5.4,6.4,4.5,6.5,4.2,5.5,4.8,8.1,88.5,1.966666667
"AVL,BUR,LEE,MCI,WOL",11.8,5.7,5.8,4.5,6.1,4.6,5.1,6.7,4.9,7.1,4.2,7.3,4,6.6,4.1,88.5,1.966666667
"AVL,CRY,EVE,FUL,LEE",9.2,3.3,4.5,9.2,6.4,3.9,5.5,5.7,5,5.2,5.4,9.1,4.8,6.6,4.7,88.5,1.966666667
"AVL,CRY,EVE,LEE,TOT",8,3.3,4.4,9.7,6.9,4.7,5.9,4.1,5.4,5.2,5.4,6.9,6.3,7.6,4.7,88.5,1.966666667
"AVL,CRY,EVE,MUN,SHU",9.1,3.3,4.3,8,4,5.9,7.5,7.3,3.8,4.2,5.4,9.6,6.8,4.6,4.7,88.5,1.966666667
"AVL,EVE,MCI,MUN,TOT",10.5,3.3,4.4,6.3,7.2,6.2,5.2,7.3,3.8,6.3,4.8,8.7,4.6,5.6,4.3,88.5,1.966666667
"AVL,EVE,MCI,MUN,WHU",10.1,3.3,4.8,6.3,8.3,6.8,6.3,6.9,3.8,4.8,4.8,9.3,3.6,5.6,3.8,88.5,1.966666667
"BHA,BUR,EVE,SOU,TOT",6.9,5.9,5.3,4.3,5.3,5.2,5.3,4.7,4.3,9.2,6.3,6.3,6.8,7.4,5.3,88.5,1.966666667
"BHA,BUR,SOU,TOT,WBA",6.4,7.4,6.3,5.2,4.8,4.8,4.8,4.7,6.3,9.2,4.8,4.8,6.8,5.9,6.3,88.5,1.966666667
"BUR,CHE,CRY,TOT,WBA",6.2,9,4.6,5.7,4.8,5.8,5.2,4.1,5.1,5.9,3.7,5.7,8.4,7,7.3,88.5,1.966666667
"BUR,EVE,MCI,NEW,SOU",8,5.5,6.4,4.2,8,7.2,5.7,6.3,5.8,4.8,4.6,5.9,4.7,6.8,4.6,88.5,1.966666667
"CHE,MCI,TOT,WBA,WOL",5.5,8.9,5.6,3.4,6.3,5.6,3.7,5.8,7.7,6.3,3.1,4.7,7.8,6.3,7.8,88.5,1.966666667
"CHE,SOU,TOT,WBA,WHU",4.7,8.5,5.1,4.7,7,6.3,4.8,3.7,7.3,6,4.2,4.8,8,7,6.4,88.5,1.966666667
"CHE,TOT,WBA,WHU,WOL",5.1,9.1,5.7,4.6,6.3,5.7,3.7,3.7,6.3,6,5.3,4.7,8,6.3,8,88.5,1.966666667
"EVE,MUN,SHU,TOT,WHU",6.4,3.6,4.2,8,5.1,8.9,6.4,4.7,4.3,4.3,8.5,6.4,6.3,6.1,5.3,88.5,1.966666667
"EVE,SHU,TOT,WBA,WOL",6.7,5.3,4.2,5.3,4.6,5.7,3.7,8,6.5,4.3,6.5,4.7,10.6,5.6,6.8,88.5,1.966666667
"FUL,LEE,MUN,NEW,SHU",9.1,3.1,4.6,8.5,4.6,6.3,6,6.6,5.3,5.1,8,6.5,4.6,4.1,6.1,88.5,1.966666667
"FUL,MCI,MUN,TOT,WBA",8.1,5.3,4.7,7.8,5.8,5.3,3.9,6.7,6.2,6.3,4.8,7.4,4.1,4.8,7.3,88.5,1.966666667
"ARS,AVL,EVE,LEE,WHU",6.5,3.3,4.8,6.5,10.2,6.3,7.5,3.7,4.9,5.3,7.5,6.4,4.3,7,4.3,88.5,1.966666667
"ARS,BHA,MCI,NEW,WBA",7.5,5.9,10.1,5.2,6.3,5.2,5.3,6.3,7.2,4.8,3.8,4.9,4.2,3.9,7.9,88.5,1.966666667
"ARS,BHA,SHU,TOT,WOL",5.1,6.2,5.7,4.6,4,4.6,5.7,4.7,6.3,7.8,8.5,4.6,7.4,5.5,7.8,88.5,1.966666667
"ARS,BUR,CHE,MUN,NEW",6.2,4.8,5.6,4.1,5.7,9.5,7.3,4.6,3.5,7.5,5.2,5.2,5.7,4.7,8.9,88.5,1.966666667
"ARS,BUR,LEI,SOU,TOT",4.1,7.3,6.3,4.2,5.2,7.3,5.1,4.2,6.3,7.4,5.6,4.1,6.2,8.4,6.8,88.5,1.966666667
"ARS,BUR,NEW,SHU,TOT",6.3,5.8,5.2,5.3,4.7,8.4,7,4.7,5.3,5.8,6.9,4.3,6.4,5.2,7.2,88.5,1.966666667
"ARS,CHE,WBA,WHU,WOL",4.7,8.6,7.4,3,6.3,6.3,4.6,3.7,5.7,6,5.8,5.2,7,6.2,8,88.5,1.966666667
"ARS,CRY,EVE,MUN,TOT",5.8,4.3,4.7,5.9,5.7,6.8,6.4,4.2,4.2,5.9,6.9,6.3,7.3,6.7,7.4,88.5,1.966666667
"ARS,CRY,EVE,SHU,WBA",6.9,5.3,4.7,5.9,4.2,6.4,7,5.9,5.8,4.2,4.9,6.9,9,5.7,5.7,88.5,1.966666667
"ARS,EVE,SHU,WHU,WOL",4.7,5.3,5.8,3.7,6.2,7.3,6.9,5.9,5.4,4.3,9,5.2,7,6.5,5.3,88.5,1.966666667
"ARS,FUL,TOT,WBA,WHU",4.8,7,6,8,6.5,5.4,3.9,3.8,5.9,6,7.5,5.3,5,5.9,7.5,88.5,1.966666667
"ARS,LEE,MUN,SOU,TOT",4.7,4.1,5,5.3,7.3,6.1,6.3,4.1,5.7,8.3,7.9,4.7,5.6,6.7,6.7,88.5,1.966666667
"ARS,LEE,MUN,WBA,WHU",6,4.1,6.7,7.4,6.8,6.8,7.5,3.7,4.7,5.3,7.5,5.9,4.1,5.2,6.8,88.5,1.966666667
"ARS,LEI,LIV,NEW,WBA",4,5.8,10.2,5.2,5.6,6.3,5.3,7.4,8.5,3.8,4.8,3.6,6.3,3.8,7.9,88.5,1.966666667
"ARS,LEI,NEW,SOU,WHU",4.1,5.8,9.1,4.3,8.6,8.4,5.7,3.8,7.4,3.8,5.7,3.7,4.8,6.9,6.4,88.5,1.966666667
"AVL,CRY,FUL,LEE,SHU",8.6,4.1,4.3,11.2,4.2,3.9,6.5,5.7,5.9,5,5.9,8.5,4.8,5.3,4.6,88.5,1.966666667
"AVL,EVE,FUL,MCI,TOT",8.6,4.5,4.4,6.9,7.4,4.8,4.2,8,5,6.3,4.8,8.7,4.3,6.3,4.3,88.5,1.966666667
"AVL,EVE,FUL,MUN,WHU",8.2,3.3,4.5,8.1,7.4,5.5,5.5,6.3,3.8,6,7,9.3,4.3,4.8,4.5,88.5,1.966666667
"BHA,BUR,CHE,CRY,MUN",7.9,6.2,5,5.1,4.2,5.3,8.8,4.6,3.5,7.4,4.6,8.8,5.1,5.2,6.8,88.5,1.966666667
"BHA,EVE,LEE,MUN,TOT",9.1,2.6,4.7,6.9,5.7,5.1,6.4,4.6,4.2,6.8,8,7.4,4.5,5.7,6.8,88.5,1.966666667
"BHA,FUL,LEE,TOT,WHU",6.5,4.7,4.7,9.6,5.9,3.7,5.4,3.7,5.9,7.4,9.2,5.9,3.7,6.4,5.8,88.5,1.966666667
"BUR,CHE,FUL,LEE,MUN",9.9,3.6,4.6,5.7,5.2,5.8,6.3,4.5,3.5,8.3,6.2,8.3,4.6,5.8,6.2,88.5,1.966666667
"BUR,CHE,FUL,SHU,TOT",6.7,6.8,4,6.2,4.2,6.4,4.7,4.6,4.7,7.9,6.2,6.7,6.9,6.3,6.2,88.5,1.966666667
"BUR,EVE,MCI,NEW,TOT",8.5,5.5,5.4,5.2,6.8,7.7,5.2,6.3,5.8,4.8,4.7,5.9,4.7,6.8,5.2,88.5,1.966666667
"BUR,EVE,MCI,SHU,SOU",8,5.8,5.2,4.2,5.1,7.2,5.7,7,4.9,4.6,4.6,7.9,6.2,7.6,4.5,88.5,1.966666667
"BUR,MCI,MUN,SHU,WBA",11.1,5.1,5.6,6.7,4,7.3,6.3,7.3,4.2,4.6,3.7,8.5,4.5,4.6,5,88.5,1.966666667
"BUR,MCI,SHU,TOT,WHU",6.4,8.2,5.2,7.2,4.7,7.7,6.8,4.3,5.4,4.6,5.7,6.4,3.7,7.6,4.6,88.5,1.966666667
"CHE,EVE,LEI,NEW,WBA",6.1,4.3,6.4,4.3,5.8,8.5,5.3,7.3,7,3.8,4.1,4.3,7.3,5,9,88.5,1.966666667
"CHE,LEI,TOT,WBA,WHU",4.6,7.3,5.8,6.3,5.8,7.9,4.7,3.7,8,3.8,4.1,4.7,6.3,7,8.5,88.5,1.966666667
"CHE,MUN,NEW,TOT,WBA",6.7,4.8,4.5,5.8,6.3,7.9,4.9,5,6.3,6,4.3,4.4,7.3,3.8,10.5,88.5,1.966666667
"CHE,NEW,SOU,TOT,WBA",5.1,7,5.1,3.7,7,6.3,4.8,4.1,9,6,4.2,3.8,9,5,8.4,88.5,1.966666667
"EVE,LEE,MCI,MUN,NEW",11.6,2.6,5.1,5.3,7.7,7.1,5.8,6.6,5.3,4.8,5.3,7.2,3.9,5.1,5.1,88.5,1.966666667
"EVE,LEI,NEW,SHU,TOT",6.2,4.3,4.2,6,4.6,8.9,5.2,7.4,7.7,3.6,6.3,3.7,7.3,5.8,7.3,88.5,1.966666667
"EVE,LEI,TOT,WBA,WOL",5,5.3,5.9,4.8,5.1,5.7,3.7,7.5,8.2,3.8,5.3,4,8.9,6.8,8.5,88.5,1.966666667
"EVE,SOU,TOT,WBA,WOL",5.1,6.5,5.3,3.2,6.3,5.2,3.7,5.9,7.5,6.5,5.4,4.1,10.6,6.8,6.4,88.5,1.966666667
"FUL,LEI,NEW,SHU,WBA",7.3,5.1,6.4,7.5,4.1,6.5,4.3,9,8.2,3.6,4.8,4.3,5.3,4.3,7.8,88.5,1.966666667
"FUL,LEI,SHU,TOT,WBA",6.2,5.6,4.2,9,4.1,5.4,3.9,7.4,8.7,3.6,5.8,4.7,6.8,5.3,7.8,88.5,1.966666667
"ARS,AVL,FUL,LEE,MCI",9.5,4.3,4.8,6.8,7.9,4.3,5.3,5.7,5.4,7.1,5.8,8,3.6,5.9,4.1,88.5,1.966666667
"ARS,AVL,FUL,LEE,TOT",6.4,4.3,4.4,9.1,7.5,4.3,4.9,4.1,5.4,8.3,8,5.8,4.8,5.9,5.3,88.5,1.966666667
"ARS,BHA,CRY,MUN,WBA",7,5.2,7.3,6.8,4.6,4.3,8,4.7,4.6,5.9,4.9,6.9,5.7,4.2,8.4,88.5,1.966666667
"ARS,BHA,CRY,SHU,WHU",5.4,6.2,6.3,7.3,3.6,5.3,11.1,3.8,5.8,4.2,6.9,6.9,4.9,5.6,5.2,88.5,1.966666667
"ARS,BUR,CHE,MCI,TOT",5.1,8.9,5.2,4,6.4,7.7,5.5,4.1,4.6,7.8,4,5.6,5.2,7.7,6.7,88.5,1.966666667
"ARS,BUR,CHE,NEW,WBA",6.2,6.5,7.4,4.1,5.9,8,5.8,4.6,4.6,6,4.2,4.9,6.4,4.9,9,88.5,1.966666667
"ARS,BUR,CHE,SOU,WOL",4.6,9,6.2,2.5,5.7,6.2,5,4.1,4.6,9.5,5.1,4.6,7.9,7.2,6.3,88.5,1.966666667
"ARS,BUR,FUL,MUN,NEW",7.5,4.3,5.8,5.3,5.2,7,6,5.6,3.6,7.5,6.9,6.4,5.2,4.3,7.9,88.5,1.966666667
"ARS,CHE,MCI,TOT,WBA",5.1,8,5.6,4,7,6.7,4.7,4.1,7.1,6.3,3.1,5.3,6.8,6.4,8.3,88.5,1.966666667
"ARS,CRY,NEW,WBA,WHU",5.4,6.5,8.6,6.4,7,6.4,7,3.8,6.3,4.4,4.4,4.9,5.5,4.9,7,88.5,1.966666667
"ARS,EVE,FUL,TOT,WBA",6.4,5.5,4.4,5.9,6.5,5.4,3.9,5.8,5.4,6,6.5,5.3,7.6,5.9,8,88.5,1.966666667
"ARS,FUL,SHU,WBA,WHU",5.9,6.3,5.9,7.9,4.8,6,6.6,5.4,5.9,4.3,7.5,5.9,5,5.3,5.8,88.5,1.966666667
"ARS,LEE,MCI,MUN,NEW",9.4,3.1,6.5,5.2,7.7,7.1,6.8,5,5.7,5.6,5.8,5.4,3.9,4.7,6.6,88.5,1.966666667
"AVL,BUR,MUN,NEW,WBA",11.1,3.8,5.8,6.9,5.2,6.5,6,7.2,3.2,6,4.4,6.5,5.7,3.8,6.4,88.5,1.966666667
"BHA,CRY,FUL,SHU,TOT",7.4,5.7,4.2,9.5,3.6,3.3,5.9,4.7,6.3,6.3,6.9,7.4,5.9,5.2,6.2,88.5,1.966666667
"BUR,CHE,EVE,FUL,TOT",6.8,6,4.2,4.2,5.9,6.4,4.4,4.6,4.2,8.1,5.7,7.2,6.9,7.5,6.4,88.5,1.966666667
"BUR,CRY,MCI,TOT,WHU",5.9,9.9,5.8,7.3,5.3,6.1,6.7,3.8,5.3,4.7,4.1,6.4,3.7,8.8,4.7,88.5,1.966666667
"BUR,EVE,LIV,MCI,MUN",9.9,5.2,5.8,5.1,5.5,6.6,6.6,7.9,3.2,5.1,5.2,8.5,4.5,5.4,4,88.5,1.966666667
"BUR,LEE,LIV,MCI,SHU",9.3,6,5.6,5.5,4.5,5.4,7.6,7.2,6.3,4.9,5.6,6.8,4,5.9,3.9,88.5,1.966666667
"BUR,LEE,MCI,MUN,WOL",11.8,5,6.1,4.5,5,5.4,5.6,5.5,4.2,7.1,5.7,7.3,3.9,6.4,5,88.5,1.966666667
"BUR,MCI,MUN,SHU,WOL",9.8,6,5.6,4.5,4,6.6,5.6,7.7,4.2,6.1,5.7,7.8,4.5,5.4,5,88.5,1.966666667
"CHE,EVE,NEW,TOT,WBA",6.7,5,4.2,4.3,7,7.4,4.9,5.7,7,4.5,4.3,4.4,9.1,5,9,88.5,1.966666667
"CRY,EVE,LEE,TOT,WBA",7.5,4.3,4.7,8.6,5.9,5.2,4.9,4.1,6.9,4.4,4.9,5.9,7.9,7.6,5.7,88.5,1.966666667
"CRY,EVE,MCI,TOT,WBA",7.5,6.5,4.8,6.3,5.9,5.7,4.7,5.9,7.3,4.4,3.2,6.4,7.4,7.3,5.2,88.5,1.966666667
"CRY,LEI,SHU,TOT,WBA",5.7,6.1,4.6,9,3.5,5.8,4.7,5.8,9.1,3.5,4.2,4.7,8.3,6.3,7.2,88.5,1.966666667
"LEI,MCI,MUN,NEW,WBA",7.4,4.1,8.3,6.3,5.1,7.8,5.1,8.3,7.9,3.8,3.6,4.3,4.4,3.8,8.3,88.5,1.966666667
"BHA,BUR,EVE,MUN,WBA",10.3,3.7,5.8,5.8,4.6,5.9,6.5,6.1,3.2,6,5.4,9,5.1,4.2,6.9,88.5,1.966666667
"BUR,LEE,LIV,MCI,MUN",11.3,5,6.1,5.5,5.5,5.4,7.6,5.5,4.6,5.9,5.6,7.3,3.9,5.4,3.9,88.5,1.966666667
"CHE,LEE,MUN,TOT,WHU",5.2,4.6,4.5,7.4,6.8,7.7,6.7,3.6,4.6,6.8,7.3,5.7,4.1,6.8,6.8,88.6,1.968888889
"ARS,BHA,BUR,CRY,LEE",7.5,5.2,6.2,5.7,4.2,4.1,10,4.1,4.7,6.7,5.8,7.4,4.6,6.8,5.6,88.6,1.968888889
"ARS,CRY,SHU,SOU,TOT",4.7,7.3,4.6,5.8,4.7,5.7,6.8,4.2,6.8,5.7,6.3,4.7,9,7.2,5.1,88.6,1.968888889
"ARS,CRY,SOU,TOT,WOL",4.6,8.5,5.7,3.1,5.7,4.6,4.1,4.2,6.8,7.9,6.3,4.1,9,7.7,6.3,88.6,1.968888889
"BHA,BUR,FUL,MCI,WHU",8.2,7.3,6.9,6.1,4.8,4.2,6.3,4.8,4.8,6.9,5.2,9,3.2,6.2,4.7,88.6,1.968888889
"EVE,MCI,SHU,WBA,WHU",7.6,5.3,5.7,6.3,5.7,7.3,5.3,7.8,6,4.3,4.3,7,5.3,6.1,4.6,88.6,1.968888889
"ARS,AVL,BHA,BUR,SHU",8,5.2,5.3,5.7,3.6,5.4,9.6,5.2,4.3,7.3,5.9,8.4,5.3,4.7,4.7,88.6,1.968888889
"ARS,AVL,BHA,MUN,TOT",6.9,4.2,4.7,6.8,5.7,4.8,6.9,4.7,4.2,9,7,6.8,5.2,4.2,7.5,88.6,1.968888889
"ARS,AVL,LEE,MCI,WHU",7.9,4.8,6.2,6.8,9.5,5.6,7.3,3.7,5.4,5.6,5.8,6.4,3.1,6.7,3.8,88.6,1.968888889
