COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"EVE,MUN,SHU,WOL",8.4,3.6,4.6,5.3,4.4,7.8,5.8,9.5,4.8,5.8,60,2
"FUL,LEI,LIV,WOL",4.4,7.8,7.4,5.1,5.1,3.6,3.6,9.5,7.4,6.1,60,2
"LEI,LIV,MUN,SOU",4,5.6,7.1,5.2,5.4,6.7,6.5,6.7,7.2,5.6,60,2
"ARS,CHE,FUL,MUN",6.3,5.3,4.6,5.2,6.3,7.5,6.3,5,4.5,9,60,2
"CHE,LEI,MUN,SHU",6.1,4.4,4.4,6.3,3.9,11,7.1,6.6,5.1,5.1,60,2
"CHE,LEI,SHU,WOL",4.9,8.1,5.6,4.1,3.9,8.8,4.9,7.8,6.8,5.1,60,2
"EVE,LEE,SHU,WOL",8.4,3.6,4.6,5.8,5.6,6.1,5.8,8.5,6.5,5.1,60,2
"EVE,LEI,TOT,WOL",5,5.8,5.9,4.8,5.6,6.7,4,7.9,8.5,5.8,60,2
"LEE,LEI,LIV,SOU",4,5.6,7.1,5.2,6.6,5,6.5,5.7,9.4,4.9,60,2
"MUN,SOU,TOT,WOL",5.1,6.8,5.6,4.7,6.1,5.6,4.1,5.1,6.8,10.1,60,2
"CHE,CRY,EVE,LEE",7.9,5.9,4.6,6.4,6.9,6.2,7.3,4,5.7,5.2,60.1,2.003333333
"BHA,CHE,EVE,WBA",8.5,5.4,6.4,4.7,5.9,5.9,5.8,6.3,5.2,6,60.1,2.003333333
"BHA,EVE,FUL,LIV",8,4.9,5.9,5.7,5.7,3.2,5.8,8.6,5.4,6.9,60.1,2.003333333
"BUR,CHE,FUL,SOU",6.3,8.5,5.2,3.6,5.9,5.9,5.2,4.6,4.7,10.2,60.1,2.003333333
"AVL,CRY,LEI,WOL",5.6,7.4,6.4,7.4,4.5,4.2,5.1,7.9,6.4,5.2,60.1,2.003333333
"BHA,CHE,FUL,LIV",6.2,7.9,5.7,5,5.7,3.2,6.1,6.2,5.7,8.4,60.1,2.003333333
"BHA,EVE,TOT,WOL",7.3,5.9,5.9,4.7,5.7,4.6,4.2,6.8,5.9,9.1,60.1,2.003333333
"CHE,EVE,MUN,WBA",8.5,4.3,4.6,5.3,6.3,8.5,5.8,6.7,4.1,6,60.1,2.003333333
"CRY,SHU,SOU,WOL",5.7,8.9,5.6,5.2,4,4.6,6.2,6.3,7.4,6.2,60.1,2.003333333
"LEE,LEI,LIV,WOL",4.4,6.6,7.7,5.1,5.4,4.4,5.4,7.8,8.4,4.9,60.1,2.003333333
"LEI,MUN,SHU,SOU",5.7,4.4,5.5,6.4,3.9,8.9,6.7,6.7,6.8,5.1,60.1,2.003333333
"ARS,CHE,CRY,FUL",5.7,8.6,4.7,5.8,5.9,5.4,6.8,4.1,5.7,7.4,60.1,2.003333333
"ARS,CHE,FUL,LIV",4.5,8.5,5.7,4,6.8,5.3,6.1,5.7,5.7,7.8,60.1,2.003333333
"ARS,CHE,FUL,TOT",5.1,7.5,4.2,5.8,7,6.4,4.7,4.1,5.7,9.6,60.1,2.003333333
"ARS,FUL,LEI,WOL",4.5,6.3,9.5,4.7,5.1,5.3,3.6,7.4,6.4,7.3,60.1,2.003333333
"BHA,CHE,CRY,FUL",7.4,8,4.7,6.8,4.8,3.3,6.8,4.6,5.7,8,60.1,2.003333333
"CHE,EVE,LEE,WBA",8.5,4.3,4.6,5.3,7.5,6.8,5.8,5.7,6.3,5.3,60.1,2.003333333
"CHE,EVE,LEI,WHU",4.6,6.4,5.9,4.8,7.4,10.5,6.1,5.3,5.3,3.8,60.1,2.003333333
"BHA,SHU,SOU,WOL",6.2,6.7,6.7,4.1,4,4.1,6.2,6.8,6.9,8.4,60.1,2.003333333
"LEE,SHU,SOU,WOL",6.2,5.6,5.5,5.2,5.6,5,5.7,6.2,8,7.1,60.1,2.003333333
"CRY,FUL,MUN,WOL",7.4,6.9,5.2,7.4,5,3.7,4.8,6.7,5.2,7.9,60.2,2.006666667
"BHA,CHE,EVE,SHU",8.4,4.7,4.1,4.7,4.7,7.9,7.8,6.9,5.2,5.8,60.2,2.006666667
"CHE,CRY,FUL,LIV",5.6,10.1,4.7,6.2,5.7,3.7,6.1,5.7,6.2,6.2,60.2,2.006666667
"CRY,EVE,MUN,WBA",9.2,4.3,5.2,7.5,5.2,6.4,6.5,6.8,4.7,4.4,60.2,2.006666667
"ARS,FUL,SOU,WOL",4.6,7.5,6.9,3.1,7.9,4.2,3.7,5.8,6.4,10.1,60.2,2.006666667
"CRY,FUL,LEI,SHU",6.8,5.6,4.7,9.6,3.5,5.9,6.3,7.4,6.9,3.5,60.2,2.006666667
"BHA,CRY,FUL,LEI",6.9,5.7,7,8.5,4.1,3.3,6.3,6.3,6.3,5.8,60.2,2.006666667
"BHA,FUL,MUN,SOU",8.1,4.7,5.7,6.3,5.2,3.8,5.9,5.6,4.7,10.2,60.2,2.006666667
"CHE,CRY,SOU,WBA",5.7,9.6,5.6,4.7,5.9,5.3,5.7,4.1,7.7,5.9,60.2,2.006666667
"ARS,EVE,FUL,WOL",6.3,5.5,6,3.7,8.3,5.3,3.8,7.9,5.4,8,60.2,2.006666667
"BHA,CRY,LEI,WOL",5.6,7.8,8.5,5.7,4.1,3.6,6.1,6.3,6.8,5.7,60.2,2.006666667
"BUR,CHE,EVE,FUL",8.5,6.5,4.3,4.2,5.9,7,5.3,6.2,4.2,8.1,60.2,2.006666667
"CHE,EVE,SOU,TOT",5.1,7,4.2,3.2,9.1,7.3,5.3,4.1,6.8,8.1,60.2,2.006666667
"CHE,EVE,WBA,WOL",6.7,8,5.8,3.1,6.3,6.3,4.3,7.9,5.8,6,60.2,2.006666667
"CHE,FUL,LEE,LIV",6.2,6.8,4.6,6.2,6.8,4.1,6.1,5.6,6.7,7.1,60.2,2.006666667
"BHA,CHE,CRY,WOL",6.1,10.5,6.2,4,4.6,3.6,6.6,4.6,6.1,7.9,60.2,2.006666667
"BHA,EVE,SOU,WOL",6.8,5.9,6.9,3.2,7.3,4.1,4.7,6.8,5.9,8.6,60.2,2.006666667
"CHE,FUL,LIV,MUN",6.2,6.8,4.6,5.6,6.1,5.8,6.1,6.6,4.6,7.8,60.2,2.006666667
"BHA,CHE,EVE,LIV",6.7,6.9,5.7,4.1,6.2,5.2,7.1,6.9,5.2,6.3,60.3,2.01
"CRY,EVE,LIV,SOU",5.2,8,5.8,4.2,7.8,4.6,6.7,6.5,6.8,4.7,60.3,2.01
"EVE,FUL,LIV,SOU",5.8,6,5.4,4.2,8.4,4.2,4.9,8.1,6.4,6.9,60.3,2.01
"BUR,FUL,LEI,SOU",5.8,6.8,6.4,5.3,4.7,5.9,4.7,6.3,6.4,8,60.3,2.01
"CRY,EVE,LEI,SHU",6.8,4.6,4.7,7.5,3.5,7.9,7.3,8.1,6.4,3.5,60.3,2.01
"CRY,FUL,SHU,SOU",6.9,6.8,4.7,8,4.2,4.3,6.4,5.8,6.9,6.3,60.3,2.01
"FUL,MUN,TOT,WOL",6.8,5.8,4.7,7.4,5.6,4.7,3.2,6.7,5.3,10.1,60.3,2.01
"CHE,EVE,FUL,SHU",7.9,4.8,4.1,5.8,5.3,8,5.3,8,5.3,5.8,60.3,2.01
"CHE,EVE,LEE,LIV",6.7,5.8,4.6,4.1,7.8,6.1,7.1,6.3,6.2,5.6,60.3,2.01
"EVE,MUN,WBA,WOL",8.5,4.3,6.3,5.3,5.6,6.3,4.3,8.9,4.8,6,60.3,2.01
"ARS,FUL,LEE,WOL",6.3,5.3,6.3,5.8,6.8,4.1,4.8,5.7,6.4,8.8,60.3,2.01
"BUR,FUL,LEI,WOL",6.2,7.3,7,5.2,4.5,5.3,3.6,7.9,5.4,7.9,60.3,2.01
"BUR,FUL,SOU,WOL",6.3,8.5,6.4,3.6,5.2,4.2,3.7,6.3,5.4,10.7,60.3,2.01
"CRY,EVE,FUL,NEW",8.6,4.5,4.9,7.1,7.1,5.4,5,7.4,5.9,4.4,60.3,2.01
"EVE,FUL,WBA,WOL",8,5.5,6,5.3,5.8,4.3,3.3,9.6,6,6.5,60.3,2.01
"FUL,LEE,SOU,WOL",6.3,5.8,5.7,5.3,6.8,4.1,3.7,5.7,7.5,9.4,60.3,2.01
"FUL,LEI,WHU,WOL",4.6,7.4,7.6,6.9,5.1,5.8,3.6,7,6.5,5.8,60.3,2.01
"AVL,CRY,EVE,LEI",7.4,4.3,4.9,8.1,6.3,5.9,6.3,8,5.4,3.7,60.3,2.01
"CHE,MUN,TOT,WOL",5.5,8.3,4.5,4.6,6.1,7.2,4.5,5,5.1,9.5,60.3,2.01
"AVL,BHA,CHE,SOU",6.8,6.4,5.2,4.1,7.5,4.3,6.7,4.6,5.2,9.6,60.4,2.013333333
"BHA,EVE,SHU,WOL",8.4,4.7,5.8,4.7,4,5.2,6.3,9.1,5.9,6.3,60.4,2.013333333
"BHA,CHE,LIV,SOU",4.5,8.9,6.6,3.5,6.2,4.1,7,4.6,6.6,8.4,60.4,2.013333333
"BHA,EVE,LEI,LIV",6.2,4.7,8,5.7,5,5.2,6.6,8.6,6.3,4.1,60.4,2.013333333
"BUR,EVE,FUL,WOL",8.5,6.5,5.5,4.2,5.2,5.3,3.8,8.4,4.4,8.6,60.4,2.013333333
"BHA,CHE,LEE,SOU",6.8,5.7,5.5,4.1,6.9,4.6,7.2,4,6.7,8.9,60.4,2.013333333
"BUR,CHE,CRY,LEI",5.6,9.4,5.7,5.2,4.1,7.9,7.6,4.6,5.1,5.2,60.4,2.013333333
"CHE,CRY,LEI,LIV",4.4,9.9,6.1,5.1,5,6.2,6.9,5.7,7.1,4,60.4,2.013333333
"CHE,EVE,FUL,NEW",7.9,4.5,4.3,4.3,8.2,7.6,5,7.3,5.3,6,60.4,2.013333333
"CHE,LEI,LIV,MUN",4.4,6.6,6,5.1,5.4,8.3,6.9,6.6,5.5,5.6,60.4,2.013333333
"CRY,EVE,FUL,LEE",9.2,3.8,4.8,9.2,6.4,4.2,6,5.7,5.9,5.2,60.4,2.013333333
"CRY,EVE,FUL,TOT",7.5,6,4.4,9.2,5.9,4.8,4.4,5.8,5.9,6.5,60.4,2.013333333
"CRY,EVE,SHU,SOU",6.9,5.8,4.7,5.9,6.3,6.3,7.4,6.5,6.4,4.2,60.4,2.013333333
"ARS,CHE,MUN,WOL",5,7.8,6.1,3,6.1,7.8,6.1,5,4.5,9,60.4,2.013333333
"CHE,EVE,LIV,MUN",6.7,5.8,4.6,4.1,6.6,7.8,7.1,7.3,4.1,6.3,60.4,2.013333333
"FUL,LEE,SHU,WOL",7.9,4.6,4.6,7.9,4.6,4.1,4.8,7.8,7,7.1,60.4,2.013333333
"LEI,MUN,SHU,WOL",6.1,4.4,6.1,6.3,3.9,8.3,5.6,8.8,5.8,5.1,60.4,2.013333333
"BUR,CHE,LEI,SOU",4.5,8.3,6.2,3.6,5.2,8.4,6,4.6,6.2,7.4,60.4,2.013333333
"CHE,CRY,FUL,WBA",7.4,8.6,4.7,7.4,5.4,4.4,4.8,5.7,6.2,5.9,60.5,2.016666667
"LIV,MUN,SOU,WOL",4.5,7.8,7.1,3.5,5.9,4.5,5.5,7.2,6.2,8.3,60.5,2.016666667
"ARS,CHE,CRY,EVE",5.7,7.6,4.7,3.7,8.4,7.4,7.8,4.1,5.2,5.9,60.5,2.016666667
"ARS,CHE,EVE,LEE",6.8,4.3,4.6,3.7,10,7.8,7.3,4,5.2,6.8,60.5,2.016666667
"BHA,CRY,SHU,SOU",6.9,6.7,5.6,6.8,3.6,4.2,8.9,4.7,6.8,6.3,60.5,2.016666667
"CRY,EVE,LIV,MUN",7.4,5.8,5.2,6.3,5.5,5.7,7.8,7.4,4.7,4.7,60.5,2.016666667
"AVL,LEI,SOU,WOL",4.5,6.3,6.9,4.2,6.7,4.7,4.5,7.9,7.5,7.3,60.5,2.016666667
"BUR,CRY,LEI,SOU",5.2,8.3,6.8,5.3,4.1,6.3,7.2,4.7,6.8,5.8,60.5,2.016666667
"CHE,CRY,SHU,SOU",5.7,8.9,4.5,5.2,4.7,7.3,7.7,4.1,6.7,5.7,60.5,2.016666667
"CHE,EVE,SOU,WOL",5,8.5,5.2,2.5,8.4,6.2,4.7,6.2,5.8,8,60.5,2.016666667
"EVE,LIV,MUN,WOL",6.7,5.8,6.2,4.1,5.9,5.6,5.6,9.5,4.8,6.3,60.5,2.016666667
"BHA,CHE,FUL,MUN",8.5,4.7,4.6,6.2,5.2,5.4,6.3,5.5,4.5,9.6,60.5,2.016666667
"BHA,CRY,SOU,WOL",5.7,9,7.3,4.1,4.6,3.6,6.2,4.7,6.8,8.5,60.5,2.016666667
"CHE,LEE,SHU,SOU",6.2,5.6,4.4,5.2,6.3,7.7,7.2,4,7.3,6.6,60.5,2.016666667
"AVL,CRY,LEI,SOU",5.2,6.3,5.8,7.5,6.3,4.8,6.2,5.8,7.4,5.2,60.5,2.016666667
"BHA,FUL,LEI,LIV",5.7,5.7,8,6.7,4.7,3.2,5.6,7.9,6.8,6.2,60.5,2.016666667
"CHE,CRY,LEI,SHU",5.6,7.7,4.5,6.8,3.5,8.9,7.6,5.7,6.7,3.5,60.5,2.016666667
"CHE,FUL,MUN,WBA",8,5.3,4.6,6.8,5.8,6.5,4.8,6.6,4.6,7.5,60.5,2.016666667
"EVE,LEI,LIV,SOU",4,5.8,6.8,4.2,7.7,6.2,5.7,8.1,7.9,4.1,60.5,2.016666667
"BHA,CHE,LEI,SHU",6.1,5.5,6.2,5.7,3.5,8.4,7.6,6.2,6.2,5.1,60.5,2.016666667
"LEE,LEI,MUN,WOL",8.1,3.4,6.6,6.3,4.9,6.6,5.6,6.6,6.3,6.1,60.5,2.016666667
"BHA,CRY,EVE,LEE",9.7,3.7,5.2,8,5.8,4.1,8.5,4.6,5.8,5.2,60.6,2.02
"BHA,CRY,MUN,SOU",7.5,5.7,6.1,6.3,4.6,4.2,8.4,4.7,5.1,8,60.6,2.02
"CHE,CRY,EVE,NEW",7.3,6.6,4.7,4.3,7.6,8,6.3,5.7,5.7,4.4,60.6,2.02
"BUR,CHE,CRY,EVE",7.9,8.6,4.7,4.2,5.3,7.4,7.8,4.6,4.2,5.9,60.6,2.02
"ARS,CRY,MUN,WOL",5.7,7.4,6.7,5.2,5,5.7,7.3,5.1,5.1,7.4,60.6,2.02
"AVL,BHA,LEI,WOL",6.7,5.2,8.1,5.7,4.5,3.7,5.1,8.4,5.9,7.3,60.6,2.02
"CHE,FUL,LEE,WBA",8,5.3,4.6,7.4,6.5,4.8,4.8,5.6,6.8,6.8,60.6,2.02
"CHE,FUL,LEI,WHU",4.6,7.4,5.9,6.9,5.8,8.5,5.1,5.3,5.8,5.3,60.6,2.02
"EVE,LEI,MUN,TOT",6.8,3.6,4.7,7,5.6,8.9,5.2,6.7,6.8,5.3,60.6,2.02
"BHA,CHE,FUL,TOT",6.8,6.9,4.2,6.8,5.9,4.3,4.7,4.6,5.7,10.7,60.6,2.02
"CHE,FUL,SOU,WBA",6.3,7.5,5.2,4.7,6.5,4.9,4.4,5.7,7.3,8.1,60.6,2.02
"CRY,EVE,SOU,WBA",7,6.5,5.8,5.4,7.5,5.3,5.4,5.9,7.4,4.4,60.6,2.02
"EVE,LEE,LEI,LIV",6.2,3.6,6.2,5.8,6.6,6.1,6.6,8,7.4,4.1,60.6,2.02
"EVE,LEE,MUN,WOL",10.4,2.6,5.1,5.3,6.6,6.1,5.8,7.1,4.8,6.8,60.6,2.02
"EVE,SHU,WBA,WOL",7.9,5.3,5.8,5.3,4.6,6.3,4.3,10.3,6.5,4.3,60.6,2.02
"ARS,MUN,SOU,WOL",4.6,6.3,7.2,3.1,7.7,6.2,5.7,5.1,5.2,9.5,60.6,2.02
"BUR,LEI,SOU,WOL",4.5,8.3,7.9,3.6,4.5,6.2,4.5,6.3,6.9,7.9,60.6,2.02
"CHE,LEI,SOU,WOL",4.5,9.3,6.7,2.5,5.6,6.7,4.5,5.7,7.8,7.3,60.6,2.02
"CRY,EVE,FUL,SHU",8.6,4.8,4.3,8.6,4.2,5.4,6.5,8.1,5.9,4.2,60.6,2.02
"CRY,MUN,SHU,SOU",6.9,5.6,5,7.4,4,6.8,8.4,5.1,5.7,5.7,60.6,2.02
"ARS,MUN,TOT,WOL",5.1,6.3,6.2,5.2,6.1,6.7,5.2,5.1,5.2,9.5,60.6,2.02
"LEE,LEI,SHU,SOU",5.7,4.4,5.5,6.9,5.1,7.2,6.7,5.7,9,4.4,60.6,2.02
"CHE,CRY,FUL,LEE",7.4,6.9,4.6,8.5,5.9,4.2,6.3,4,6.2,6.7,60.7,2.023333333
"CHE,EVE,LEE,TOT",7.3,4.8,4.2,6.4,8,7.2,5.7,4,6.3,6.8,60.7,2.023333333
"CHE,FUL,LIV,WOL",4.9,10.5,5.7,3.4,6.1,3.6,4.1,7.8,6.3,8.3,60.7,2.023333333
"ARS,CRY,FUL,WOL",5.7,8.6,6.4,5.8,5.2,3.7,5.3,5.8,6.3,7.9,60.7,2.023333333
"BHA,EVE,MUN,SOU",8.6,3.7,5.7,4.8,7.3,5.8,6.9,5.6,4.2,8.1,60.7,2.023333333
"CHE,EVE,SOU,WBA",6.3,6.5,5.2,3.2,8.6,6.9,5.4,5.8,6.8,6,60.7,2.023333333
"CRY,EVE,LEE,SOU",7.5,4.8,5.2,6.5,8.5,5.1,6.9,4.1,6.9,5.2,60.7,2.023333333
"AVL,CHE,FUL,SOU",6.3,6.5,4.3,5.3,8.1,4.4,5.2,5.7,5.3,9.6,60.7,2.023333333
"BHA,CRY,FUL,SOU",7,6.9,5.8,6.9,4.8,3.3,6.4,4.7,6.3,8.6,60.7,2.023333333
"BHA,EVE,LEI,SOU",6.3,4.7,7.5,4.8,6.8,5.8,5.7,6.3,6.9,5.9,60.7,2.023333333
"BHA,FUL,MUN,WOL",8.5,4.7,6.3,6.2,5,3.2,4.8,7.2,4.7,10.1,60.7,2.023333333
"CHE,CRY,FUL,MUN",7.4,6.9,4.6,7.4,5.2,5.9,6.3,5,4.6,7.4,60.7,2.023333333
"CRY,EVE,MUN,TOT",8,4.8,4.7,8.6,5.7,6.8,6.4,5.1,4.7,5.9,60.7,2.023333333
"CRY,LEI,LIV,MUN",5.1,6.6,6.6,7.3,4.5,6.2,7.6,6.7,6.1,4,60.7,2.023333333
"EVE,FUL,SHU,SOU",7.5,4.8,4.3,5.9,6.9,5.9,4.9,8.1,6,6.4,60.7,2.023333333
"EVE,LEE,TOT,WOL",7.3,4.8,4.7,6.4,7.3,5.5,4.2,6.2,7,7.3,60.7,2.023333333
"CHE,FUL,TOT,WOL",5.5,9.5,4.2,5.2,6.3,4.7,3.2,5.7,6.3,10.1,60.7,2.023333333
"CRY,EVE,NEW,WOL",7.3,6.6,6.4,4.3,6.9,5.7,4.8,7.9,6.4,4.4,60.7,2.023333333
"EVE,FUL,LEE,LIV",8,3.8,4.8,6.9,7.3,4.1,5.8,8,6.4,5.6,60.7,2.023333333
"LEI,MUN,WHU,WOL",4.6,6.2,7.9,6.3,4.9,8.3,5.6,6.3,5.3,5.3,60.7,2.023333333
"BHA,EVE,LEI,MUN",8.5,3.6,6.9,6.4,4.5,7.4,6.8,7.2,4.2,5.3,60.8,2.026666667
"AVL,CHE,SOU,WOL",5,9,5.2,2.5,7.9,4.7,5,6.2,5.8,9.5,60.8,2.026666667
"BHA,CRY,EVE,SHU",9.1,4.7,4.7,7.4,3.6,5.3,9,7,5.8,4.2,60.8,2.026666667
"BHA,FUL,SHU,SOU",7.5,5.7,5.2,6.8,4.2,3.8,6.4,6.3,6.4,8.5,60.8,2.026666667
"CHE,LEE,SOU,WBA",6.3,6.3,5.5,4.7,7.5,5.7,5.7,4,8.3,6.8,60.8,2.026666667
"CRY,LEI,LIV,WOL",4.4,9.9,7.8,5.1,4.5,4,5.4,7.9,7.8,4,60.8,2.026666667
"ARS,CRY,EVE,FUL",7,5.5,4.9,6.5,7.9,5.4,6.5,5.8,5.4,5.9,60.8,2.026666667
"ARS,FUL,TOT,WOL",5.1,7.5,5.9,5.8,6.3,4.7,3.2,5.8,6.4,10.1,60.8,2.026666667
"BHA,LEI,MUN,WOL",6.7,4.5,8.4,5.7,4.5,5.7,5.6,7.2,5.2,7.3,60.8,2.026666667
"CHE,MUN,SOU,WBA",6.3,6.3,5.5,4.7,6.3,7.4,5.7,5,6.1,7.5,60.8,2.026666667
"EVE,FUL,LIV,SHU",7.4,4.8,4.3,6.8,5.1,5.3,5.8,10.7,6,4.6,60.8,2.026666667
"LEI,LIV,MUN,WOL",4.4,6.6,7.7,5.1,4.9,6.1,5.4,8.8,6.2,5.6,60.8,2.026666667
"ARS,CRY,FUL,MUN",7,5.3,5.2,8,5.2,5.4,7.5,5.1,4.7,7.4,60.8,2.026666667
"BHA,CRY,EVE,LIV",7.4,6.9,6.3,5.7,5.1,3.6,8.3,7,5.8,4.7,60.8,2.026666667
"BHA,EVE,LEE,LEI",8.5,3.6,6.9,6.4,5.7,5.7,6.8,6.2,6.4,4.6,60.8,2.026666667
"CHE,FUL,SOU,TOT",5.1,8,4.2,5.3,7,5.3,4.3,4.1,7.3,10.2,60.8,2.026666667
"CHE,LEE,LEI,MUN",8.1,3.4,4.9,6.3,5.6,8.8,7.1,4.9,5.6,6.1,60.8,2.026666667
"CHE,LEI,MUN,TOT",5,5.6,4.5,6.3,5.6,9.4,5.5,5,7.1,6.8,60.8,2.026666667
"EVE,LEE,WBA,WOL",8.5,4.3,6.3,5.3,6.8,5.1,4.3,7.9,7,5.3,60.8,2.026666667
"AVL,LEI,SHU,WOL",6.1,5.1,5.8,6.8,3.9,6.3,5.1,10.1,6.5,5.1,60.8,2.026666667
"BHA,CHE,MUN,WOL",7.2,7.2,6.1,4,5,5.7,6.1,5.5,4.5,9.5,60.8,2.026666667
"BHA,CHE,TOT,WOL",5.5,9.4,5.7,4,5.7,4.6,4.5,4.6,6.2,10.6,60.8,2.026666667
"EVE,FUL,LEI,TOT",6.3,4.8,4.4,7.6,5.8,6.4,4.2,7.4,8,5.9,60.8,2.026666667
"ARS,FUL,LIV,MUN",5.8,5.3,6.2,6.2,6.1,5.3,6.8,6.7,4.7,7.8,60.9,2.03
"CHE,LEE,LIV,WOL",4.9,9.3,6,3.4,6.6,4.4,5.9,6.1,7.2,7.1,60.9,2.03
"FUL,MUN,SHU,SOU",7.5,4.6,4.6,7.4,4.6,6.4,5.9,6.7,5.3,7.9,60.9,2.03
"BHA,CHE,LEE,LIV",6.7,6.7,6,5,6.2,4,8.1,4.5,6.6,7.1,60.9,2.03
"BHA,EVE,FUL,TOT",8.6,4.9,4.4,7.5,5.9,4.3,4.4,6.3,5.4,9.2,60.9,2.03
"CHE,EVE,SHU,WBA",7.9,5.3,4.1,5.3,5.3,9,5.8,8.1,5.8,4.3,60.9,2.03
"CHE,LEE,TOT,WOL",5.5,8.3,4.5,5.7,6.8,5.5,4.5,4,7.3,8.8,60.9,2.03
"CRY,LEI,SHU,WOL",5.6,7.7,6.2,6.8,3.5,6.2,6.1,7.9,7.4,3.5,60.9,2.03
"EVE,FUL,LIV,TOT",6.3,6,4.4,6.9,6.8,4.7,4.4,8.1,6.4,6.9,60.9,2.03
"EVE,FUL,WHU,WOL",6.4,6.6,6,5.9,7.4,5.3,3.8,7.5,5.5,6.5,60.9,2.03
"EVE,LEE,LIV,WOL",6.7,5.8,6.2,4.1,7.1,4.4,5.6,8.5,6.9,5.6,60.9,2.03
"LEE,MUN,SOU,WOL",8.2,4.6,6,4.7,6.6,5,5.7,5,6.3,8.8,60.9,2.03
"BHA,CHE,LEI,LIV",4.4,7.7,7.8,5,5,5.7,6.9,6.2,6.6,5.6,60.9,2.03
"BUR,CHE,LEI,WOL",4.9,9.8,6.8,3.5,4.5,7.8,4.9,6.2,5.2,7.3,60.9,2.03
"CRY,MUN,SOU,WBA",7,6.3,6.1,6.9,5.2,5.3,6.4,5.1,6.7,5.9,60.9,2.03
"EVE,FUL,MUN,WBA",9.8,3.8,4.8,7.5,5.8,6,4.5,8.4,4.3,6,60.9,2.03
"ARS,CHE,CRY,WOL",5,11.1,6.2,3,5.7,5.7,6.6,4.1,6.1,7.4,60.9,2.03
"BHA,CHE,CRY,LIV",5.6,10,6.1,5,5.1,3.6,8.6,4.6,6.1,6.2,60.9,2.03
"CHE,CRY,WBA,WOL",6.1,11.1,6.2,4.6,5.2,4.7,4.6,5.8,6.7,5.9,60.9,2.03
"BHA,EVE,LIV,MUN",8.5,3.7,6.2,5.7,5.5,5.2,7.8,7.9,4.2,6.3,61,2.033333333
"CHE,EVE,SOU,WHU",4.7,7.6,5.2,3.2,10.2,8.9,6.2,3.7,5.3,6,61,2.033333333
"EVE,LIV,MUN,SOU",6.3,4.8,5.7,4.2,8.2,6.2,6.7,7.4,5.2,6.3,61,2.033333333
"AVL,CHE,CRY,SOU",5.7,8.6,4.7,5.8,7.5,4.8,6.7,4.1,5.7,7.4,61,2.033333333
"CHE,CRY,FUL,NEW",7.3,7.6,4.7,6.4,5.9,6,5.3,5.7,6.2,5.9,61,2.033333333
"FUL,LIV,MUN,WOL",6.2,6.8,6.2,5.6,5.6,3.6,4.6,8.8,5.3,8.3,61,2.033333333
"EVE,LIV,MUN,TOT",6.8,4.8,4.7,6.3,6.6,6.7,6.2,7.4,5.2,6.3,61,2.033333333
"ARS,CRY,EVE,SOU",5.3,6.5,5.8,3.8,10,6.3,7.4,4.2,5.8,5.9,61,2.033333333
"EVE,FUL,LEE,SOU",8.1,3.8,4.8,6,9.1,4.7,4.9,5.7,6.5,7.4,61,2.033333333
"LEI,MUN,TOT,WOL",5,5.6,6.2,6.3,4.9,7.2,4,6.7,7.8,7.3,61,2.033333333
"AVL,CHE,FUL,WOL",6.7,8,4.3,5.2,6.3,3.8,4.1,7.8,5.3,9.5,61,2.033333333
"CHE,FUL,SHU,WOL",6.6,8.3,4.1,5.1,4.6,6.3,4.1,7.8,6.3,7.8,61,2.033333333
"CHE,FUL,MUN,NEW",7.9,4.3,4.6,5.8,6.3,8.1,5.3,6.6,4.6,7.5,61,2.033333333
"CHE,LEE,WBA,WOL",6.7,7.8,6.1,4.6,6.3,5.1,4.6,5.7,7.3,6.8,61,2.033333333
"EVE,LIV,TOT,WOL",5,8,5.8,4.1,6.6,5,4.2,8.6,6.9,6.8,61,2.033333333
"CHE,LEE,SHU,WOL",6.6,7.1,4.4,5.1,5.1,7.1,6.1,6.1,6.8,6.6,61,2.033333333
"EVE,LEI,LIV,TOT",4.5,5.8,5.8,5.8,6.1,6.7,5.2,8.1,8.9,4.1,61,2.033333333
"CHE,EVE,LIV,SOU",4.5,8,5.2,3.2,8.9,6.2,6.2,6.4,6.2,6.3,61.1,2.036666667
"CRY,FUL,LIV,MUN",6.9,6.8,5.2,8.4,5.2,3.7,6.8,6.7,5.2,6.2,61.1,2.036666667
"BHA,CRY,EVE,TOT",8,5.9,4.8,8,5.3,4.7,6.9,4.7,5.8,7,61.1,2.036666667
"ARS,CHE,MUN,SOU",4.6,6.3,5.5,3.1,8.4,8.4,7.2,4.1,4.5,9,61.1,2.036666667
"BUR,CHE,EVE,TOT",7.3,7.5,4.2,4.2,6.4,8.4,5.7,4.6,4.2,8.6,61.1,2.036666667
"CRY,FUL,NEW,WOL",7.3,7.6,6.4,6.4,5.2,3.7,3.8,7.4,6.9,6.4,61.1,2.036666667
"CRY,LEE,SOU,WOL",5.7,7.9,6.1,5.8,6.2,4.5,5.7,4.1,7.9,7.2,61.1,2.036666667
"ARS,CHE,MUN,TOT",5.1,6.3,4.5,5.2,6.8,8.9,6.7,4.1,4.5,9,61.1,2.036666667
